DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/27/2017,18:00,QUEENS,11428,40.715954,-73.74567,"(40.715954, -73.74567)",JAMAICA AVENUE                  ,212 PLACE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3758950,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:00,STATEN ISLAND,10310,40.626415,-74.13009,"(40.626415, -74.13009)",FOREST AVENUE                   ,LLEWELLYN PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759754,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:00,,,40.73225,-73.92452,"(40.73225, -73.92452)",43 STREET                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3758738,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:00,,,40.71512,-73.83224,"(40.71512, -73.83224)",78 AVENUE                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3758740,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:00,,,40.615154,-74.15732,"(40.615154, -74.15732)",STATEN ISLAND EXPRESSWAY        ,RICHMOND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759028,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:00,,,40.730553,-73.84142,"(40.730553, -73.84142)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inexperience,,,,3758751,TAXI,PASSENGER VEHICLE,,,
09/27/2017,18:00,BROOKLYN,11203,40.644432,-73.9296,"(40.644432, -73.9296)",UTICA AVENUE                    ,CLARENDON ROAD,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3759637,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:00,BROOKLYN,11205,40.69193,-73.960625,"(40.69193, -73.960625)",,,259       CLASSON AVENUE                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3758891,BICYCLE,,,,
09/27/2017,18:00,BROOKLYN,11238,40.682888,-73.96403,"(40.682888, -73.96403)",,,975       FULTON STREET                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3758401,SPORT UTILITY / STATION WAGON,BICYCLE,,,
09/27/2017,18:01,BRONX,10461,40.851078,-73.84862,"(40.851078, -73.84862)",MORRIS PARK AVENUE              ,TENBROECK AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3761784,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,18:05,,,40.758972,-73.91901,"(40.758972, -73.91901)",STEINWAY STREET                 ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3758435,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:10,QUEENS,11103,40.765713,-73.90692,"(40.765713, -73.90692)",46 STREET                       ,25 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3758437,PASSENGER VEHICLE,,,,
09/27/2017,18:12,,,40.757435,-73.969604,"(40.757435, -73.969604)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758340,BICYCLE,,,,
09/27/2017,18:14,BROOKLYN,11207,40.678833,-73.89188,"(40.678833, -73.89188)",,,65        VAN SICLEN AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759046,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:15,BRONX,10459,40.820087,-73.89056,"(40.820087, -73.89056)",HUNTS POINT AVENUE              ,BRUCKNER EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759399,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/27/2017,18:15,,,40.75597,-73.91262,"(40.75597, -73.91262)",48 STREET                       ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3758436,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:16,MANHATTAN,10037,40.813293,-73.941444,"(40.813293, -73.941444)",,,480       LENOX AVENUE                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3761449,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:18,,,40.78838,-73.94701,"(40.78838, -73.94701)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3760251,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,18:18,,,40.714527,-73.97481,"(40.714527, -73.97481)",,,,3,0,0,0,0,0,3,0,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,3759268,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
09/27/2017,18:20,,,40.687492,-73.87789,"(40.687492, -73.87789)",JAMAICA AVENUE                  ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unsafe Speed,,,3759047,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/27/2017,18:20,MANHATTAN,10032,,,,edward m morgan place           ,west 157 street,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3758888,PASSENGER VEHICLE,,,,
09/27/2017,18:25,MANHATTAN,10019,40.77099,-73.99092,"(40.77099, -73.99092)",11 AVENUE                       ,WEST 58 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3758877,TAXI,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:25,MANHATTAN,10027,40.81938,-73.95934,"(40.81938, -73.95934)",12 AVENUE                       ,WEST 132 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3758823,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,18:25,QUEENS,11434,40.678654,-73.75969,"(40.678654, -73.75969)",BELKNAP STREET                  ,MATHEWSON COURT,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3759730,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:27,MANHATTAN,10003,40.727306,-73.9865,"(40.727306, -73.9865)",,,79        EAST 7 STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3759383,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:30,QUEENS,11377,40.75603,-73.90722,"(40.75603, -73.90722)",,,31-64     54 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3758440,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,,
09/27/2017,18:30,,,40.781128,-73.91781,"(40.781128, -73.91781)",DITMARS BOULEVARD               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Failure to Keep Right,,,,3758439,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:30,,,40.58425,-73.9638,"(40.58425, -73.9638)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3758900,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:30,BRONX,10460,40.835,-73.886665,"(40.835, -73.886665)",,,961       EAST 173 STREET               ,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,3758895,BICYCLE,PASSENGER VEHICLE,,,
09/27/2017,18:30,MANHATTAN,10128,40.78587,-73.95305,"(40.78587, -73.95305)",PARK AVENUE                     ,EAST 95 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3758954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:31,BROOKLYN,11219,40.633347,-73.99387,"(40.633347, -73.99387)",13 AVENUE                       ,52 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759228,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:35,BRONX,10461,40.847263,-73.844795,"(40.847263, -73.844795)",,,1733      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3758991,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:37,,,40.665085,-73.92869,"(40.665085, -73.92869)",ROCHESTER AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3760038,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,18:40,MANHATTAN,10027,40.81337,-73.94884,"(40.81337, -73.94884)",8 AVENUE                        ,WEST 130 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,3761520,TAXI,AMBULANCE,,,
09/27/2017,18:40,,,40.716953,-73.82216,"(40.716953, -73.82216)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758402,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,18:42,BROOKLYN,11225,40.66626,-73.95957,"(40.66626, -73.95957)",FRANKLIN AVENUE                 ,MONTGOMERY STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758356,PASSENGER VEHICLE,,,,
09/27/2017,18:44,QUEENS,11367,40.738857,-73.816086,"(40.738857, -73.816086)",HORACE HARDING EXPRESSWAY       ,REEVES AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758699,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,18:45,MANHATTAN,10001,40.75458,-73.99915,"(40.75458, -73.99915)",WEST 34 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759685,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,18:45,QUEENS,11356,40.778603,-73.846115,"(40.778603, -73.846115)",23 AVENUE                       ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3758731,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,18:47,STATEN ISLAND,10306,40.56213,-74.11819,"(40.56213, -74.11819)",HYLAN BOULEVARD                 ,OAK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3759600,PASSENGER VEHICLE,,,,
09/27/2017,18:50,,,40.71088,-73.96017,"(40.71088, -73.96017)",SOUTH 4 STREET                  ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758469,PASSENGER VEHICLE,BICYCLE,,,
09/27/2017,18:52,,,40.71893,-73.943436,"(40.71893, -73.943436)",HUMBOLDT STREET                 ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3758811,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,18:55,QUEENS,11379,40.709896,-73.87033,"(40.709896, -73.87033)",80 STREET                       ,69 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3759402,PASSENGER VEHICLE,MOTORCYCLE,,,
09/27/2017,19:00,QUEENS,11366,40.731907,-73.77839,"(40.731907, -73.77839)",,,75-59     193 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3758743,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,19:00,QUEENS,11375,40.735653,-73.851006,"(40.735653, -73.851006)",108 STREET                      ,62 DRIVE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758345,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,19:00,QUEENS,11411,40.70021,-73.737495,"(40.70021, -73.737495)",220 STREET                      ,115 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3758959,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:00,QUEENS,11411,40.70252,-73.74503,"(40.70252, -73.74503)",MURDOCK AVENUE                  ,210 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758951,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:00,,,,,,,,85        EAST DRIVE                    ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758344,TAXI,,,,
09/27/2017,19:00,,,40.722576,-73.94049,"(40.722576, -73.94049)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3759396,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:00,,,40.737553,-74.00569,"(40.737553, -74.00569)",HUDSON STREET                   ,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3758800,SPORT UTILITY / STATION WAGON,TAXI,,,
09/27/2017,19:05,QUEENS,11434,40.6712,-73.76651,"(40.6712, -73.76651)",140 AVENUE                      ,174 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3759734,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
09/27/2017,19:07,MANHATTAN,10035,40.797417,-73.93747,"(40.797417, -73.93747)",,,2272      2 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758413,TAXI,SPORT UTILITY / STATION WAGON,,,
09/27/2017,19:10,MANHATTAN,10036,40.759876,-73.987854,"(40.759876, -73.987854)",,,750       8 AVENUE                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3759606,TAXI,PASSENGER VEHICLE,,,
09/27/2017,19:15,QUEENS,11369,40.76616,-73.87481,"(40.76616, -73.87481)",95 STREET                       ,24 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759145,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:18,STATEN ISLAND,10306,40.576504,-74.1037,"(40.576504, -74.1037)",HYLAN BOULEVARD                 ,LINCOLN AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3759135,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,19:19,,,40.611008,-73.976746,"(40.611008, -73.976746)",65 STREET                       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3758348,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:20,QUEENS,11364,40.748344,-73.75872,"(40.748344, -73.75872)",,,219-02    HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3758723,PICK-UP TRUCK,,,,
09/27/2017,19:20,,,40.687138,-73.75136,"(40.687138, -73.75136)",197 STREET                      ,122 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3759613,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,19:20,,,40.71655,-73.801926,"(40.71655, -73.801926)",GRAND CENTRAL PARKWAY           ,164 PLACE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3758703,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,19:20,,,40.74991,-73.93597,"(40.74991, -73.93597)",NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,3758438,SPORT UTILITY / STATION WAGON,TAXI,,,
09/27/2017,19:20,,,40.803143,-73.97256,"(40.803143, -73.97256)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:25,MANHATTAN,10027,40.81041,-73.94356,"(40.81041, -73.94356)",,,380       LENOX AVENUE                  ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3761603,PASSENGER VEHICLE,,,,
09/27/2017,19:25,STATEN ISLAND,10306,40.56127,-74.11911,"(40.56127, -74.11911)",HYLAN BOULEVARD                 ,ISABELLA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759361,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/27/2017,19:30,MANHATTAN,10002,40.71975,-73.992165,"(40.71975, -73.992165)",DELANCEY STREET                 ,FORSYTH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759766,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,19:30,,,40.777958,-73.90847,"(40.777958, -73.90847)",31 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3758442,PICK-UP TRUCK,PASSENGER VEHICLE,,,
09/27/2017,19:30,BROOKLYN,11207,40.65257,-73.891525,"(40.65257, -73.891525)",,,303       LOUISIANA AVENUE              ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,,,,3759044,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,19:30,,,40.708115,-73.92247,"(40.708115, -73.92247)",JEFFERSON STREET                ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3759249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:33,QUEENS,11412,40.688847,-73.76205,"(40.688847, -73.76205)",,,118-52    FARMERS BOULEVARD             ,1,0,1,0,0,0,0,0,Unspecified,,,,,3759744,PASSENGER VEHICLE,,,,
09/27/2017,19:45,QUEENS,11367,40.741043,-73.825134,"(40.741043, -73.825134)",MAIN STREET                     ,62 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3758419,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,19:45,QUEENS,11370,40.76485,-73.88612,"(40.76485, -73.88612)",ASTORIA BOULEVARD               ,83 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759144,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,19:45,,,40.766712,-73.98289,"(40.766712, -73.98289)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3758869,PASSENGER VEHICLE,,,,
09/27/2017,19:45,,,40.635944,-73.96783,"(40.635944, -73.96783)",CONEY ISLAND AVENUE             ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3758786,PASSENGER VEHICLE,,,,
09/27/2017,19:45,,,40.75112,-73.97533,"(40.75112, -73.97533)",EAST 42 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3758338,TAXI,SPORT UTILITY / STATION WAGON,,,
09/27/2017,19:50,MANHATTAN,10023,,,,,,150       W 65th St                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3758343,TAXI,PASSENGER VEHICLE,,,
09/27/2017,19:50,QUEENS,11428,40.728733,-73.73717,"(40.728733, -73.73717)",BRADDOCK AVENUE                 ,WINCHESTER BOULEVARD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3758953,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/27/2017,1:00,QUEENS,11374,40.72844,-73.87116,"(40.72844, -73.87116)",WOODHAVEN BOULEVARD             ,ALDERTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3757878,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,1:15,QUEENS,11421,40.69305,-73.85384,"(40.69305, -73.85384)",JAMAICA AVENUE                  ,91 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3757890,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/27/2017,1:20,BRONX,10453,40.853912,-73.90377,"(40.853912, -73.90377)",CRESTON AVENUE                  ,EAST 180 STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3757927,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,20:00,MANHATTAN,10019,40.761658,-73.986565,"(40.761658, -73.986565)",WEST 49 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3759104,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,20:00,QUEENS,11435,40.70253,-73.8143,"(40.70253, -73.8143)",QUEENS BOULEVARD                ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3759584,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,20:00,,,40.712204,-73.88638,"(40.712204, -73.88638)",69 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3759403,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,20:00,,,40.742462,-73.78193,"(40.742462, -73.78193)",HORACE HARDING EXPRESSWAY       ,PECK AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3759072,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,20:00,,,40.580616,-74.152534,"(40.580616, -74.152534)",RICHMOND HILL ROAD              ,FOREST HILL ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3759388,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,20:00,,,40.747646,-73.77573,"(40.747646, -73.77573)",,,202 STREET                              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3758749,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/27/2017,20:00,MANHATTAN,10016,40.74708,-73.98135,"(40.74708, -73.98135)",EAST 34 STREET                  ,PARK AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3760358,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,20:00,,,40.66278,-73.88086,"(40.66278, -73.88086)",ASHFORD STREET                  ,,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3759043,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,20:10,,,40.63795,-74.14479,"(40.63795, -74.14479)",MORNINGSTAR ROAD                ,RICHMOND TERRACE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,3759390,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/27/2017,20:11,,,40.794952,-73.932945,"(40.794952, -73.932945)",EAST 116 STREET                 ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758411,SPORT UTILITY / STATION WAGON,BICYCLE,,,
09/27/2017,20:20,,,40.707584,-73.92432,"(40.707584, -73.92432)",HARRISON PLACE                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3758465,PASSENGER VEHICLE,TAXI,,,
09/27/2017,20:25,QUEENS,11432,40.717087,-73.79523,"(40.717087, -73.79523)",,,83-01     170 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759070,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,20:30,MANHATTAN,10035,40.800663,-73.94436,"(40.800663, -73.94436)",EAST 117 STREET                 ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3758414,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,20:30,,,40.59359,-73.99613,"(40.59359, -73.99613)",,,,0,0,0,0,0,0,0,0,Driver Inexperience,Following Too Closely,,,,3758907,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2017,20:30,,,40.835873,-73.8699,"(40.835873, -73.8699)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3759010,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,20:32,QUEENS,11365,40.7331,-73.80484,"(40.7331, -73.80484)",,,164-05    69 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3758742,TAXI,PASSENGER VEHICLE,,,
09/27/2017,20:37,,,40.66893,-73.87652,"(40.66893, -73.87652)",DUMONT AVENUE                   ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3759053,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,20:40,BROOKLYN,11221,40.689297,-73.93033,"(40.689297, -73.93033)",REID AVENUE                     ,QUINCY STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3759298,SPORT UTILITY / STATION WAGON,,,,
09/27/2017,20:40,,,40.787163,-73.97169,"(40.787163, -73.97169)",WEST 87 STREET                  ,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3758777,BICYCLE,,,,
09/27/2017,20:45,QUEENS,11368,40.753937,-73.85845,"(40.753937, -73.85845)",109 STREET                      ,37 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3759147,BICYCLE,,,,
09/27/2017,20:49,,,40.669857,-73.95051,"(40.669857, -73.95051)",EASTERN PARKWAY                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3758350,TAXI,PASSENGER VEHICLE,,,
09/27/2017,20:55,MANHATTAN,10007,40.713646,-74.00361,"(40.713646, -74.00361)",READE STREET                    ,CENTRE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3759359,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/27/2017,20:55,QUEENS,11434,40.683388,-73.79259,"(40.683388, -73.79259)",SUTPHIN BOULEVARD               ,115 DRIVE,,1,0,0,0,0,0,1,0,Other Vehicular,Aggressive Driving/Road Rage,Driver Inattention/Distraction,,,3759246,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PICK-UP TRUCK,,
09/27/2017,20:58,MANHATTAN,10038,40.713734,-73.99804,"(40.713734, -73.99804)",CHATHAM SQUARE                  ,EAST BROADWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3759175,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/27/2017,21:00,BRONX,10453,40.84621,-73.91227,"(40.84621, -73.91227)",CLIFFORD PLACE                  ,TOWNSEND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759035,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2017,21:00,BROOKLYN,11204,40.62774,-73.981575,"(40.62774, -73.981575)",50 STREET                       ,18 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759199,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
